Societe;Agence;Nom de la station;Proprietaire de la station;lon;lat;joindre des photos;Type de la station;Type de mobilier;Existence de bancs;Existence eclairage;Existence poubelle;Existence acces PMR;Type TNRP;Commune;Delegation;Gouvernorat;Code-Station
TRANSTU;District zahrouni ;Avant Transformateur  -r- ;Dépôt zahrouni ;10.147043;36.713108;http://mdc.giscloud.com/rest/1/layers/3536205/features/2418/joindre_des_photos/mdc_photo_mdc_0dcc45_1615289031381_1615289058770.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2418/joindre_des_photos/mdc_photo_mdc_a98d95_1615289054849_1615289058770.jpg?reqlogin;Arrêt bus;Abri;yes;no;no;no;;Fouchana ;Fouchana ;Ben arous ;
TRANSTU;District zahrouni ;Mghira (Terminus 33) ;Dépôt zahrouni ;10.158816;36.719017;http://mdc.giscloud.com/rest/1/layers/3536205/features/2421/joindre_des_photos/mdc_photo_mdc_55b329_1615289756241_1615289779757.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2421/joindre_des_photos/mdc_photo_mdc_52a7e9_1615289767904_1615289779758.jpg?reqlogin;Arrêt bus;Abri;yes;no;no;no;;Fouchana ;Fouchana ;Ben arous ;
TRANSTU;District zahrouni ;Transformateur Fouchana  -r- ;Dépôt zahrouni ;10.151161;36.711847;http://mdc.giscloud.com/rest/1/layers/3536205/features/2420/joindre_des_photos/mdc_photo_mdc_6a6cca_1615289364895_1615289396407.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2420/joindre_des_photos/mdc_photo_mdc_49603a_1615289378153_1615289396407.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2420/joindre_des_photos/mdc_photo_mdc_b0ba61_1615289392363_1615289396407.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Fouchana ;Fouchana ;Ben arous ;
TRANSTU;District zahrouni ;Sidi Medien (terminus 23H);Dépôt zahrouni ;9.746602;36.624901;http://mdc.giscloud.com/rest/1/layers/3536205/features/2422/joindre_des_photos/mdc_photo_mdc_2400df_1615357943359_1615357980512.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2422/joindre_des_photos/mdc_photo_mdc_7123a8_1615357966472_1615357980512.jpg?reqlogin;Station bus;Abri;yes;no;no;no;;Mjez el beb ;Mjez el beb ;Beja ;
TRANSTU;District zahrouni ;El maafrine ( terminus 23c)     a-;Dépôt zahrouni ;10.047918;36.6644285;http://mdc.giscloud.com/rest/1/layers/3536205/features/2681/joindre_des_photos/mdc_photo_mdc_ebb709_1615793855002_1615793869530.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2681/joindre_des_photos/mdc_photo_mdc_cd17e0_1615793862887_1615793869530.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Mornaguia ;Mornaguia ;Manouba ;
TRANSTU;District zahrouni ;École primaire Sidi Medien  -r-;Dépôt zahrouni ;9.755749;36.63142;http://mdc.giscloud.com/rest/1/layers/3536205/features/2425/joindre_des_photos/mdc_photo_mdc_b85eb0_1615358568970_1615358609396.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2425/joindre_des_photos/mdc_photo_mdc_3a5960_1615358579581_1615358609397.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2425/joindre_des_photos/mdc_photo_mdc_1be355_1615358588961_1615358609397.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Mjez el beb ;Mjez el beb ;Beja ;
TRANSTU;District zahrouni ;Frenech    -r- ;Dépôt zahrouni ;9.8101703;36.6894449;http://mdc.giscloud.com/rest/1/layers/3536205/features/2435/joindre_des_photos/mdc_photo_mdc_c19f73_1615360410737_1615360465952.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2435/joindre_des_photos/mdc_photo_mdc_2a09c9_1615360422674_1615360465952.jpg?reqlogin;Arrêt bus;Abri / Autre;yes;no;no;no;;Borj el amri ;Borj el amri ;Manouba ;
TRANSTU;District zahrouni ;Entrée Griaât   -a-;Dépôt zahrouni ;9.788859;36.659732;http://mdc.giscloud.com/rest/1/layers/3536205/features/2430/joindre_des_photos/mdc_photo_mdc_946cac_1615359445539_1615359465654.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2430/joindre_des_photos/mdc_photo_mdc_ad3a02_1615359460404_1615359465654.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Mjez el beb ;Mjez el beb ;Beja ;
TRANSTU;District zahrouni ;Entrée Griaât   -r-;Dépôt zahrouni ;9.788819;36.659501;http://mdc.giscloud.com/rest/1/layers/3536205/features/2429/joindre_des_photos/mdc_photo_mdc_8e19eb_1615359334866_1615359357418.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2429/joindre_des_photos/mdc_photo_mdc_41aaf8_1615359345798_1615359357418.jpg?reqlogin;Arrêt bus;Poteau;no;no;no;no;;Mjez el beb ;Mjez el beb ;Beja ;
TRANSTU;District zahrouni ;Griaât   -r-;Dépôt zahrouni ;9.784425;36.657674;http://mdc.giscloud.com/rest/1/layers/3536205/features/2427/joindre_des_photos/mdc_photo_mdc_fe4650_1615358985898_1615359005842.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2427/joindre_des_photos/mdc_photo_mdc_7300ff_1615358997977_1615359005842.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Mjez el beb ;Mjez el beb ;Beja ;
TRANSTU;District zahrouni ;Griaât   -a-;Dépôt zahrouni ;9.784221;36.657724;http://mdc.giscloud.com/rest/1/layers/3536205/features/2428/joindre_des_photos/mdc_photo_mdc_8d7ef0_1615359100289_1615359131073.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2428/joindre_des_photos/mdc_photo_mdc_4e1df3_1615359113137_1615359131074.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2428/joindre_des_photos/mdc_photo_mdc_44b84b_1615359126317_1615359131074.jpg?reqlogin;Arrêt bus;Poteau;no;no;no;no;;Mjez el beb ;Mjez el beb ;Beja ;
TRANSTU;District zahrouni ;Entrée borj ennour  - a-;Dépôt zahrouni ;9.819844;36.680341;http://mdc.giscloud.com/rest/1/layers/3536205/features/2433/joindre_des_photos/mdc_photo_mdc_8a2eb7_1615360104778_1615360119777.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2433/joindre_des_photos/mdc_photo_mdc_837429_1615360115749_1615360119777.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Borj el amri ;Borj el amri ;Manouba ;
TRANSTU;District zahrouni ;El biben   -r- ;Dépôt zahrouni ;9.820509;36.680446;http://mdc.giscloud.com/rest/1/layers/3536205/features/2437/joindre_des_photos/mdc_photo_mdc_a4b3e3_1615361120766_1615361153354.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2437/joindre_des_photos/mdc_photo_mdc_ec0313_1615361133279_1615361153354.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2437/joindre_des_photos/mdc_photo_mdc_17c021_1615361150793_1615361153354.jpg?reqlogin;Arrêt bus;Abri;no;no;no;no;;Borj el amri ;Borj el amri ;Manouba ;
TRANSTU;District zahrouni ;Frenech   -a-;Dépôt zahrouni ;9.810424;36.689396;http://mdc.giscloud.com/rest/1/layers/3536205/features/2436/joindre_des_photos/mdc_photo_mdc_c0d9c4_1615360542453_1615360572233.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2436/joindre_des_photos/mdc_photo_mdc_4a294a_1615360553134_1615360572234.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2436/joindre_des_photos/mdc_photo_mdc_fbb0a4_1615360566482_1615360572234.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Borj el amri ;Borj el amri ;Manouba ;
TRANSTU;District zahrouni ;Entrée borj ennour  -r-;Dépôt zahrouni ;9.819695;36.68027;http://mdc.giscloud.com/rest/1/layers/3536205/features/2434/joindre_des_photos/mdc_photo_mdc_330f8a_1615360231716_1615360246393.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2434/joindre_des_photos/mdc_photo_mdc_5ef77d_1615360241854_1615360246393.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Borj el amri ;Borj el amri ;Manouba ;
TRANSTU;District zahrouni ;École cité gnatess   -a-;Dépôt zahrouni ;9.843105;36.700679;http://mdc.giscloud.com/rest/1/layers/3536205/features/2443/joindre_des_photos/mdc_photo_mdc_edaa89_1615362191174_1615362222036.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2443/joindre_des_photos/mdc_photo_mdc_932540_1615362200558_1615362222036.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2443/joindre_des_photos/mdc_photo_mdc_12c97f_1615362214271_1615362222037.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Borj el amri ;Borj el amri ;Manouba ;
TRANSTU;District zahrouni ;Epicier jomaâ   -r-;Dépôt zahrouni ;9.836132;36.696955;http://mdc.giscloud.com/rest/1/layers/3536205/features/2440/joindre_des_photos/mdc_photo_mdc_a7680e_1615361744047_1615361821180.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2440/joindre_des_photos/mdc_photo_mdc_49b3a9_1615361759857_1615361821180.jpg?reqlogin;Arrêt bus;Abri;yes;no;no;no;;Borj el amri ;Borj el amri ;Manouba ;
TRANSTU;District zahrouni ;Furnah  -a-;Dépôt zahrouni ;9.832239;36.693696;http://mdc.giscloud.com/rest/1/layers/3536205/features/2439/joindre_des_photos/mdc_photo_mdc_dde99e_1615361439773_1615361465723.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2439/joindre_des_photos/mdc_photo_mdc_01df33_1615361450185_1615361465723.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2439/joindre_des_photos/mdc_photo_mdc_a7ec4b_1615361461806_1615361465723.jpg?reqlogin;Arrêt bus;Poteau;no;no;no;no;;Borj el amri ;Borj el amri ;Manouba ;
TRANSTU;District zahrouni ;Epicier jemaâ   -a-;Dépôt zahrouni ;9.836017;36.697052;http://mdc.giscloud.com/rest/1/layers/3536205/features/2441/joindre_des_photos/mdc_photo_mdc_4f33f1_1615361877892_1615361902999.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2441/joindre_des_photos/mdc_photo_mdc_f64bdd_1615361895572_1615361903000.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Borj el amri ;Borj el amri ;Manouba ;
TRANSTU;District zahrouni ;Furnah   -r- ;Dépôt zahrouni ;9.832239;36.693693;http://mdc.giscloud.com/rest/1/layers/3536205/features/2438/joindre_des_photos/mdc_photo_mdc_9c85e9_1615361312840_1615361352532.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2438/joindre_des_photos/mdc_photo_mdc_77c8f8_1615361324027_1615361352532.jpg?reqlogin;Arrêt bus;Abri;no;no;no;no;;Borj el amri ;Borj el amri ;Manouba ;
TRANSTU;District zahrouni ;École cité gnatess   -r- ;Dépôt zahrouni ;9.843115;36.700516;http://mdc.giscloud.com/rest/1/layers/3536205/features/2442/joindre_des_photos/mdc_photo_mdc_bbd40e_1615362019471_1615362105817.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2442/joindre_des_photos/mdc_photo_mdc_1c9c2a_1615362039061_1615362105818.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2442/joindre_des_photos/mdc_photo_mdc_3e4b75_1615362057889_1615362105818.jpg?reqlogin;Arrêt bus;Abri;yes;no;no;no;;Borj el amri ;Borj el amri ;Manouba ;
TRANSTU;District zahrouni ;Cité gnatess   -r- ;Dépôt zahrouni ;9.849384;36.702622;http://mdc.giscloud.com/rest/1/layers/3536205/features/2444/joindre_des_photos/mdc_photo_mdc_500fb4_1615362420053_1615362436752.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2444/joindre_des_photos/mdc_photo_mdc_627797_1615362431982_1615362436752.jpg?reqlogin;Arrêt bus;Abri;yes;no;no;no;;Borj el amri ;Borj el amri ;Manouba ;
TRANSTU;District zahrouni ;Cité gnatess   -a- ;Dépôt zahrouni ;9.849179;36.702649;http://mdc.giscloud.com/rest/1/layers/3536205/features/2445/joindre_des_photos/mdc_photo_mdc_e76e9a_1615362541206_1615362568158.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2445/joindre_des_photos/mdc_photo_mdc_48c213_1615362550700_1615362568158.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2445/joindre_des_photos/mdc_photo_mdc_cbe64f_1615362561556_1615362568158.jpg?reqlogin;Arrêt bus;Poteau;no;no;no;no;;Borj el amri ;Borj el amri ;Manouba ;
TRANSTU;District zahrouni ;Km 30    -a-;Dépôt zahrouni ;9.856884;36.705251;http://mdc.giscloud.com/rest/1/layers/3536205/features/2447/joindre_des_photos/mdc_photo_mdc_34b0a7_1615362835971_1615362857784.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2447/joindre_des_photos/mdc_photo_mdc_ce6906_1615362850887_1615362857784.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Borj el amri ;Borj el amri ;Manouba ;
TRANSTU;District zahrouni ;Km 30    -r- ;Dépôt zahrouni ;9.856905;36.705147;http://mdc.giscloud.com/rest/1/layers/3536205/features/2446/joindre_des_photos/mdc_photo_mdc_592f4c_1615362752243_1615362773556.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2446/joindre_des_photos/mdc_photo_mdc_1c729d_1615362763830_1615362773556.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Borj el amri ;Borj el amri ;Manouba ;
TRANSTU;District zahrouni ;Ministère agriculture  -r- ;Dépôt zahrouni ;9.86504;36.707571;http://mdc.giscloud.com/rest/1/layers/3536205/features/2448/joindre_des_photos/mdc_photo_mdc_706d44_1615363039183_1615363092511.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2448/joindre_des_photos/mdc_photo_mdc_b3cc2a_1615363058615_1615363092511.jpg?reqlogin;Arrêt bus;Poteau;no;no;no;no;;Borj el amri ;Borj el amri ;Manouba ;
TRANSTU;District zahrouni ;Croisement frechich    r- ;Dépôt zahrouni ;9.9677145;36.5618209;http://mdc.giscloud.com/rest/1/layers/3536205/features/2696/joindre_des_photos/mdc_photo_mdc_075379_1615796379721_1615796400372.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2696/joindre_des_photos/mdc_photo_mdc_f47500_1615796388234_1615796400372.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Mornaguia ;Mornaguia ;Manouba ;
TRANSTU;District zahrouni ;Mosquée borj el amri  -a- ;Dépôt zahrouni ;9.8883426;36.7160767;http://mdc.giscloud.com/rest/1/layers/3536205/features/2456/joindre_des_photos/mdc_photo_mdc_7ab0a6_1615364662581_1615364716058.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2456/joindre_des_photos/mdc_photo_mdc_68f671_1615364672849_1615364716058.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2456/joindre_des_photos/mdc_photo_mdc_d27096_1615364682720_1615364716058.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Borj el amri ;Borj el amri ;Manouba ;
TRANSTU;District zahrouni ;Borj el khalsi     -a- ;Dépôt zahrouni ;9.9149526;36.7225952;http://mdc.giscloud.com/rest/1/layers/3536205/features/2459/joindre_des_photos/mdc_photo_mdc_038972_1615365362677_1615365396041.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2459/joindre_des_photos/mdc_photo_mdc_694978_1615365378314_1615365396042.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2459/joindre_des_photos/mdc_photo_mdc_47eb31_1615365389717_1615365396042.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Borj el amri ;Borj el amri ;Manouba ;
TRANSTU;District zahrouni ;Hafsiah 2  ;Dépôt zahrouni ;9.9154526;36.7353681;http://mdc.giscloud.com/rest/1/layers/3536205/features/2461/joindre_des_photos/mdc_photo_mdc_34f85f_1615365917766_1615365951206.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2461/joindre_des_photos/mdc_photo_mdc_5e090b_1615365929826_1615365951206.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2461/joindre_des_photos/mdc_photo_mdc_62146b_1615365944199_1615365951207.jpg?reqlogin;Arrêt bus;Abri;yes;no;no;no;;Borj el amri ;Borj el amri ;Manouba ;
TRANSTU;District zahrouni ;Hafsiah 1    -r-;Dépôt zahrouni ;9.9184904;36.73213;http://mdc.giscloud.com/rest/1/layers/3536205/features/2462/joindre_des_photos/mdc_photo_mdc_3ec8f5_1615366162431_1615366221854.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2462/joindre_des_photos/mdc_photo_mdc_838fc4_1615366195906_1615366221855.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2462/joindre_des_photos/mdc_photo_mdc_43769e_1615366215267_1615366221855.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Borj el amri ;Borj el amri ;Manouba ;
TRANSTU;District zahrouni ;Hafsiah 1  a-;Dépôt zahrouni ;9.9186763;36.731977;http://mdc.giscloud.com/rest/1/layers/3536205/features/2463/joindre_des_photos/mdc_photo_mdc_72f6b9_1615366368817_1615366402785.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2463/joindre_des_photos/mdc_photo_mdc_b5eaa9_1615366381425_1615366402785.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2463/joindre_des_photos/mdc_photo_mdc_997e2e_1615366398450_1615366402785.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Borj el amri ;Borj el amri ;Manouba ;
TRANSTU;District zahrouni ;Croisement hafsiah   -a-;Dépôt zahrouni ;9.9242126;36.7262528;http://mdc.giscloud.com/rest/1/layers/3536205/features/2464/joindre_des_photos/mdc_photo_mdc_42ea53_1615366574892_1615366609013.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2464/joindre_des_photos/mdc_photo_mdc_3c7be4_1615366584022_1615366609014.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2464/joindre_des_photos/mdc_photo_mdc_8ea4ba_1615366596809_1615366609014.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Borj el amri ;Borj el amri ;Manouba ;
TRANSTU;District zahrouni ;Croisement hafsiah   -r- ;Dépôt zahrouni ;9.9256227;36.72662;http://mdc.giscloud.com/rest/1/layers/3536205/features/2465/joindre_des_photos/mdc_photo_mdc_04b23c_1615366729678_1615366788373.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2465/joindre_des_photos/mdc_photo_mdc_9bfd8f_1615366741270_1615366788373.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2465/joindre_des_photos/mdc_photo_mdc_f36cf7_1615366754919_1615366788373.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2465/joindre_des_photos/mdc_photo_mdc_6bfda1_1615366766485_1615366788373.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Borj el amri ;Borj el amri ;Manouba ;
TRANSTU;District zahrouni ;Aéroport borj el amri  a- ;Dépôt zahrouni ;9.9345772;36.7309222;http://mdc.giscloud.com/rest/1/layers/3536205/features/2466/joindre_des_photos/mdc_photo_mdc_7856c3_1615366988993_1615367002803.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2466/joindre_des_photos/mdc_photo_mdc_ff2da5_1615366998611_1615367002803.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Borj el amri ;Borj el amri ;Manouba ;
TRANSTU;District zahrouni ;Aéroport borj el amri   -r- ;Dépôt zahrouni ;9.9353905;36.7311869;http://mdc.giscloud.com/rest/1/layers/3536205/features/2467/joindre_des_photos/mdc_photo_mdc_b7015b_1615367087330_1615367108557.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2467/joindre_des_photos/mdc_photo_mdc_413d3a_1615367102494_1615367108557.jpg?reqlogin;Arrêt bus;Abri;no;no;no;no;;Borj el amri ;Borj el amri ;Manouba ;
TRANSTU;District zahrouni ;Zone industrielle el kharrafa r-;Dépôt zahrouni ;9.943369;36.7353284;http://mdc.giscloud.com/rest/1/layers/3536205/features/2468/joindre_des_photos/mdc_photo_mdc_c74e8b_1615367367815_1615367396822.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2468/joindre_des_photos/mdc_photo_mdc_b3708b_1615367379968_1615367396822.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2468/joindre_des_photos/mdc_photo_mdc_536a85_1615367391129_1615367396822.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Borj el amri ;Borj el amri ;Manouba ;
TRANSTU;District zahrouni ;Zone industrielle el kharrafa a-;Dépôt zahrouni ;9.9433097;36.7354205;http://mdc.giscloud.com/rest/1/layers/3536205/features/2469/joindre_des_photos/mdc_photo_mdc_5588f3_1615367490695_1615367514293.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2469/joindre_des_photos/mdc_photo_mdc_76fc8b_1615367504659_1615367514293.jpg?reqlogin;Arrêt bus;Abri;yes;no;no;no;;Borj el amri ;Borj el amri ;Manouba ;
TRANSTU;District zahrouni ;Ksar hadid  ( terminus 23T);Dépôt zahrouni ;9.9275232;36.7558798;http://mdc.giscloud.com/rest/1/layers/3536205/features/2470/joindre_des_photos/mdc_photo_mdc_ff0920_1615368032796_1615368077540.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2470/joindre_des_photos/mdc_photo_mdc_c83ff3_1615368056733_1615368077540.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2470/joindre_des_photos/mdc_photo_mdc_f3ab59_1615368073065_1615368077540.jpg?reqlogin;Station bus;Abri;yes;no;no;no;;Borj el amri ;Borj el amri ;Manouba ;
TRANSTU;District zahrouni ;Lycée borj el amri    -r- ;Dépôt zahrouni ;9.878817;36.711433;http://mdc.giscloud.com/rest/1/layers/3536205/features/2450/joindre_des_photos/mdc_photo_mdc_42d399_1615363390038_1615363432392.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2450/joindre_des_photos/mdc_photo_mdc_521f55_1615363401263_1615363432392.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Borj el amri ;Borj el amri ;Manouba ;
TRANSTU;District zahrouni ;Café medina borj el amri   -r- ;Dépôt zahrouni ;9.88224;36.712651;http://mdc.giscloud.com/rest/1/layers/3536205/features/2453/joindre_des_photos/mdc_photo_mdc_2710cf_1615364098546_1615364142043.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2453/joindre_des_photos/mdc_photo_mdc_1b20b9_1615364111563_1615364142043.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2453/joindre_des_photos/mdc_photo_mdc_0d009c_1615364136791_1615364142043.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Borj el amri ;Borj el amri ;Manouba ;
TRANSTU;District zahrouni ;Café medina Borj el amri   -a- ;Dépôt zahrouni ;9.883399;36.713274;http://mdc.giscloud.com/rest/1/layers/3536205/features/2454/joindre_des_photos/mdc_photo_mdc_13cafa_1615364300037_1615364330028.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2454/joindre_des_photos/mdc_photo_mdc_edf2ee_1615364310826_1615364330028.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2454/joindre_des_photos/mdc_photo_mdc_5eb2b6_1615364323019_1615364330028.jpg?reqlogin;Arrêt bus;Poteau;no;no;no;no;;Borj el amri ;Borj el amri ;Manouba ;
TRANSTU;District zahrouni ; relais  borj el amri    -a-;Dépôt zahrouni ;9.894146;36.71827;http://mdc.giscloud.com/rest/1/layers/3536205/features/2458/joindre_des_photos/mdc_photo_mdc_6b9007_1615365080982_1615365113020.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2458/joindre_des_photos/mdc_photo_mdc_d55a0d_1615365100264_1615365113021.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Borj el amri ;Borj el amri ;Manouba ;
TRANSTU;District zahrouni ; relais borj el amri   -r-;Dépôt zahrouni ;9.893143;36.717672;http://mdc.giscloud.com/rest/1/layers/3536205/features/2457/joindre_des_photos/mdc_photo_mdc_357b18_1615364935067_1615364963876.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2457/joindre_des_photos/mdc_photo_mdc_9a2057_1615364952709_1615364963876.jpg?reqlogin;Arrêt bus;Abri;no;no;no;no;;Borj el amri ;Borj el amri ;Manouba ;
TRANSTU;District zahrouni ;Mosquée borj el amri   -r- ;Dépôt zahrouni ;9.888471;36.716015;http://mdc.giscloud.com/rest/1/layers/3536205/features/2455/joindre_des_photos/mdc_photo_mdc_ee3632_1615364570219_1615364587017.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2455/joindre_des_photos/mdc_photo_mdc_b44201_1615364581590_1615364587017.jpg?reqlogin;Arrêt bus;Abri;yes;no;no;no;;Borj el amri ;Borj el amri ;Manouba ;
TRANSTU;District zahrouni ;Borj el khalsi     -r- ;Dépôt zahrouni ;9.915587;36.72262;http://mdc.giscloud.com/rest/1/layers/3536205/features/2460/joindre_des_photos/mdc_photo_mdc_d748f0_1615365492120_1615365507977.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2460/joindre_des_photos/mdc_photo_mdc_0f99b2_1615365505337_1615365507978.jpg?reqlogin;Arrêt bus;Abri;yes;no;no;no;;Borj el amri ;Borj el amri ;Manouba ;
TRANSTU;District zahrouni ;Arrêt ksar Hadid  -r-;Dépôt zahrouni ;9.927954;36.759467;http://mdc.giscloud.com/rest/1/layers/3536205/features/2471/joindre_des_photos/mdc_photo_mdc_3fea6e_1615368241008_1615368283335.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2471/joindre_des_photos/mdc_photo_mdc_b18532_1615368252377_1615368283336.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Borj el amri ;Borj el amri ;Manouba ;
TRANSTU;District zahrouni ;Arrêt ksar Hadid   -a-;Dépôt zahrouni ;9.927866;36.759432;http://mdc.giscloud.com/rest/1/layers/3536205/features/2472/joindre_des_photos/mdc_photo_mdc_d614f6_1615368351630_1615368369870.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2472/joindre_des_photos/mdc_photo_mdc_30fcf1_1615368362289_1615368369870.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Borj el amri ;Borj el amri ;Manouba ;
