ع/ر المندوبية;المندوبية الجهوية للتربية;المعتمدية;إسم المؤسّسة;نوع المؤسسة;خط العرض;خط الطول
19;قابس;مطماطة الجديدة;م.إ. المهدي الحدّاد الافام  بمطماطة الجديدة;ثانوي;33.60646;10.06575
19;قابس;مطماطة الجديدة;م . إ .محسن بنعاسي مطماطة الجديدة;ثانوي;33.53086;9.99344
19;قابس;مطماطة الجديدة;معهد ابن الهيثم بمطماطة الجديدة;ثانوي;33.67296;10.01708
19;قابس;مطماطة الجديدة;م.إ.  الزوارة الجديدة;ثانوي;33.392147;9.544198
19;قابس;مارث;معهد  مارث;ثانوي;33.56125;10.26260
19;قابس;مارث;م.إ.  بالزارات;ثانوي;33.63905;10.16562
19;قابس;مارث;م.إ.  ابن شرف بمارث;ثانوي;33.73508;10.15759
19;قابس;مارث;م.إ.  بمارث;ثانوي;33.51403;10.21963
19;قابس;مارث;معهد  العرقوب بمارث;ثانوي;33.43550;10.20148
19;قابس;مارث;م.إ.  ابن سينا عرام مارث;ثانوي;33.53279;10.30451
19;قابس;مارث;معهد الزارات;ثانوي;33.60491;10.30486
19;قابس;مارث;م.إ.  بكتانة;ثانوي;33.64405;10.39510
19;قابس;دخيلة توجان;م.إ.  بدخيلة توجان;ثانوي;33.51044;10.14448
19;قابس;دخيلة توجان;معهد دخيلة توجان;ثانوي;33.42029;10.12719
19;قابس;دخيلة توجان;م.إ.تونين;ثانوي;33.60843;10.24451
20;صفاقس 1;صفاقس الغربية;معهد  20مارس56 بصفاقس;ثانوي;34.75221;10.71476
20;صفاقس 1;صفاقس الغربية;م.إ.  غرة ماي بصفاقس;ثانوي;34.74161;10.73753
20;صفاقس 1;صفاقس الغربية;معهد  حي الحبيب بصفاقس;ثانوي;34.74025;10.73947
20;صفاقس 1;صفاقس الغربية;معهد مصطفى الفراتي يصفاقس;ثانوي;34.72108;10.72004
20;صفاقس 1;صفاقس الغربية;م.إ  حي المروج طريق المطار بصفاقس;ثانوي;34.71641;10.72296
20;صفاقس 1;صفاقس الغربية;م.إ.  حي النور بصفاقس;ثانوي;34.73574;10.71327
20;صفاقس 1;صفاقس الغربية;م.إ.  علي النوري  بصفاقس;ثانوي;34.75926;10.72002
20;صفاقس 1;صفاقس الغربية;م.إ.  حي الحبيب بصفاقس;ثانوي;34.72894;10.74104
20;صفاقس 1;صفاقس الغربية;معهد  محمود مقديش بصفاقس;ثانوي;34.73374;10.72518
20;صفاقس 1;صفاقس الغربية;معهد  أبو الحسن اللخمي بصفاقس;ثانوي;34.74056;10.70780
20;صفاقس 1;صفاقس الغربية;م.إ.  الهادي العيادي حي الحبيب بصفاقس;ثانوي;34.73042;10.72247
20;صفاقس 1;صفاقس الغربية;م.إ.  محمد محفوظ بصفاقس;ثانوي;34.73635;10.70711
20;صفاقس 1;صفاقس الغربية;م . إ . ابن عرفة حي البحري بصفاقس;ثانوي;34.72806;10.71019
20;صفاقس 1;صفاقس الغربية;معهد الطيب المهيري بصفاقس;ثانوي;34.72775;10.70448
20;صفاقس 1;صفاقس الغربية;م.إ النموذجية بصفاقس;ثانوي;34.73697;10.74214
20;صفاقس 1;صفاقس المدينة;معهد  الهادي شاكر بصفاقس;ثانوي;34.73297;10.74818
20;صفاقس 1;صفاقس المدينة;معهد  مجيدة بوليلة بصفاقس;ثانوي;34.73383;10.75939
20;صفاقس 1;صفاقس المدينة;معهد  9أفريل1938 بصفاقس;ثانوي;34.76154;10.76449
20;صفاقس 1;صفاقس المدينة;م.إ.  15أكتوبر1963 بصفاقس;ثانوي;34.74887;10.76488
20;صفاقس 1;صفاقس المدينة;م.إ.  الطاهر الحداد بصفاقس;ثانوي;34.74612;10.75995
20;صفاقس 1;صفاقس المدينة;م.إ.  علي البلهوان بصفاقس;ثانوي;36.80600;10.18100
20;صفاقس 1;صفاقس المدينة;معهد  15نوفمبر1955 بصفاقس;ثانوي;34.75765;10.77073
20;صفاقس 1;صفاقس المدينة;معهد  محمد علي بصفاقس;ثانوي;34.75728;10.76756
20;صفاقس 1;صفاقس المدينة;م.إ.  شارع الحبيب بورقيبة بصفاقس;ثانوي;34.75791;10.77547
20;صفاقس 1;صفاقس المدينة;معهد الهادي السوسي بصفاقس;ثانوي;34.74909;10.76680
20;صفاقس 1;صفاقس المدينة;معهد  الحبيب معزون بصفاقس;ثانوي;34.75763;10.76334
20;صفاقس 1;صفاقس المدينة;م.إ. 13أوت1956 بصفاقس;ثانوي;34.73471;10.75460
20;صفاقس 1;صفاقس المدينة;م.إ.  الحبيب عاشور بصفاقـس;ثانوي;34.76158;10.75536
20;صفاقس 1;صفاقس المدينة;المدرسة الإعدادية  محمد الجموسي بصفاقس;ثانوي;34.73249;10.75653
20;صفاقس 1;صفاقس المدينة;المعهد النموذجي فرحات حشاد بصفاقس;ثانوي;34.73356;10.75519
20;صفاقس 1;صفاقس المدينة;م.إ. طريق الأفران صفاقس المدينة;ثانوي;34.74513;10.74642
20;صفاقس 1;طينة;م.إ.  بطينة ;ثانوي;34.70128;10.71982
20;صفاقس 1;طينة;م . إ . ابن رشد بطينة;ثانوي;34.71565;10.76591
20;صفاقس 1;طينة;م . إ.الحاجب صفاقس  ;ثانوي;34.68291;10.71167
20;صفاقس 1;طينة;معهد طينة;ثانوي;34.66802;10.70189
20;صفاقس 1;بئر علي بن خليفة;معهد بئر علي بن خليفة 2;ثانوي;34.78252;10.08962
20;صفاقس 1;بئر علي بن خليفة;معهد  بئر علي بن خليفة;ثانوي;34.67084;9.92834
20;صفاقس 1;بئر علي بن خليفة;م.إ.  ببئر علي بن خليفة;ثانوي;34.57328;10.10938
20;صفاقس 1;بئر علي بن خليفة;م.إ.  الناظور ببئر علي بن خليفة;ثانوي;34.63152;9.97201
20;صفاقس 1;بئر علي بن خليفة;م . إ . ابن الهيثم ببئر علي بن خليفة;ثانوي;34.73090;10.08922
20;صفاقس 1;بئر علي بن خليفة;معهد إبن أبي الضياف بئر علي بن خليفة;ثانوي;34.84814;9.98532
20;صفاقس 1;الصخيرة;م.إ.  بصبـيــح الصخيرة;ثانوي;34.43791;9.95029
20;صفاقس 1;الصخيرة;م.إ.  بالـصـخـيـرة;ثانوي;34.28450;10.06492
20;صفاقس 1;الصخيرة;معهد  العهد الجديد بالصخيرة;ثانوي;34.24418;9.95987
20;صفاقس 1;الصخيرة;معهد ابن خلدون الصخيرة;ثانوي;34.27235;9.79976
20;صفاقس 1;الصخيرة;م.إ عقبة إبن نافع الصخيرة;ثانوي;34.28518;9.91212
20;صفاقس 1;الصخيرة;م.إ امحمد النويقص الصخيرة;ثانوي;34.428775;10.049035
20;صفاقس 1;المحرس;معهد المحرس;ثانوي;34.51300;10.45900
20;صفاقس 1;المحرس;م.إ.  البشير خريف بالمحـرس;ثانوي;34.55769;10.51281
20;صفاقس 1;المحرس;معهد  علي بورقيبة بالمحرس;ثانوي;34.51380;10.31836
20;صفاقس 1;المحرس;م.إ.  بالمحرس;ثانوي;34.60621;10.56495
20;صفاقس 1;المحرس;م.إ.  بـنـــقـــــطــــة;ثانوي;34.63765;10.53685
20;صفاقس 1;الغريبة;معهد  الـغــريـبـة;ثانوي;34.56038;10.30975
20;صفاقس 1;الغريبة;م . إ . خير الدين بالغريبة;ثانوي;34.49773;10.21228
20;صفاقس 1;عقارب;معهد  عقارب;ثانوي;34.66681;10.35154
20;صفاقس 1;عقارب;م.إ.  بعقارب;ثانوي;34.81444;10.47527
20;صفاقس 1;عقارب;م.إ.  حليمة الشعبوني بعقارب;ثانوي;34.73882;10.42328
20;صفاقس 1;عقارب;معهد عقارب 2;ثانوي;34.67495;10.54862
20;صفاقس 1;عقارب;م.إ.  قرقور بعقارب;ثانوي;34.60902;10.60303
21;صفاقس 2;صفاقس الجنوبية;م.إ.  الحبيب الشعبوني بصفاقس;ثانوي;34.77010153392513;10.733843752108614
21;صفاقس 2;صفاقس الجنوبية;م.إ.  مصطفى السلامي  بصفاقس;ثانوي;34.7693393;10.7236214
21;صفاقس 2;صفاقس الجنوبية;معهد  الحبيب ثامر بصفاقس;ثانوي;34.76985;10.73424
21;صفاقس 2;صفاقس الجنوبية;م.إ. ابن الهيثم بصفاقس;ثانوي;34.769829400948495;10.703189233945456
21;صفاقس 2;صفاقس الجنوبية;م.إ.  الإمام سحنون طريق قرمدة بصفاقس;ثانوي;34.81112417588984;10.698266920370084
21;صفاقس 2;صفاقس الجنوبية;معهد قرمدة بصفاقس;ثانوي;34.811195485977414;10.717833280302386
21;صفاقس 2;صفاقس الجنوبية;م.إ. بالعوابد;ثانوي;34.82428;10.68383
21;صفاقس 2;ساقية الدير;م.إ.  بساقية الداير;ثانوي;34.79934;10.78185
21;صفاقس 2;ساقية الدير;معهد الخليج طريق سيدي منصور صفاقس  ;ثانوي;34.7715419888545;10.807589822124896
21;صفاقس 2;ساقية الدير;م.إ.  بالـسـلـطـنـيــة;ثانوي;34.7811668;10.7928254
21;صفاقس 2;ساقية الدير;م.إ.  الصادق الفقي بساقية الدائر;ثانوي;34.80069939714493;10.79926164010092
21;صفاقس 2;ساقية الدير;  م.إ. أحمد ملاك ساقية الداير;ثانوي;34.7691224;10.7738917
21;صفاقس 2;ساقية الدير;م.إ.المنصورة طريق سيدي منصور صفاقس  ;ثانوي;34.8034401;10.8494513
21;صفاقس 2;ساقية الدير;معهد الفاضل بن عاشور طريق المهدية ساقية الداير;ثانوي;34.8129296;10.79953
21;صفاقس 2;ساقية الدير;م . إ . المنارة طريق سيدي منصور ساقية الداير;ثانوي;34.7730481;10.8037668
21;صفاقس 2;ساقية الدير;معهد السلطنية;ثانوي;34.787825177285;10.8025
21;صفاقس 2;ساقية الزيت;معهد  المنجي سليم ساقية الزيت;ثانوي;34.799032565921905;10.771772024882235
21;صفاقس 2;ساقية الزيت;م.إ.  بالشيحية;ثانوي;34.791103575254866;10.737853870279627
21;صفاقس 2;ساقية الزيت;معهد  ابو القاسم الشابي بالشيحية;ثانوي;34.803206067518396;10.7379739820139
21;صفاقس 2;ساقية الزيت;م.إ.  بساقيـة الـزيـت;ثانوي;34.80493076590174;10.756457127322284
21;صفاقس 2;ساقية الزيت;معهد  25جويلية 1957 بساقية الزيت ;ثانوي;34.77482206738492;10.761722789885564
21;صفاقس 2;ساقية الزيت;م.إ.  حي الأنس طريق تونس ساقية الزيت;ثانوي;34.82889008816394;10.759121925661729
21;صفاقس 2;ساقية الزيت;م.إ.  مركز بوعصيدة صفاقس  ;ثانوي;34.77502687918547;10.762446427201487
21;صفاقس 2;ساقية الزيت;معهد ابن رشيق حي الأنس ساقية الزيت;ثانوي;34.82572827417901;10.743664115797033
21;صفاقس 2;ساقية الزيت;م . إ . طريق تنيور ساقية الزيت;ثانوي;34.80603124666011;10.731830643691085
21;صفاقس 2;ساقية الزيت;م . إ.ابن منظور حي الأنس ساقية الزيت;ثانوي;34.83641;10.75907
21;صفاقس 2;ساقية الزيت;المعهد النموذجي بساقية الزيت;ثانوي;34.83998280759142;10.754603790585813
21;صفاقس 2;ساقية الزيت;المدرسة الاعدادية النموذجية بساقية الزيت;ثانوي;34.83415;10.74658
21;صفاقس 2;جبنيانة;م.إ.  بجبنيانة;ثانوي;35.02476;10.90617
21;صفاقس 2;جبنيانة;م.إ.  حي الحدائق بجبنيانة;ثانوي;35.04064571880033;10.89109301857858
21;صفاقس 2;جبنيانة;معهد  18جانفي 52 بجبنيانة;ثانوي;35.02552397687956;10.90662883938193
21;صفاقس 2;جبنيانة;معهد  حزق;ثانوي;35.030951772981076;10.969256608056666
21;صفاقس 2;جبنيانة;م.إ.  باللوزة;ثانوي;35.02695830081322;10.99611334499969
21;صفاقس 2;جبنيانة;    م. إ.   بالـعـجـانقة جبنيانة ;ثانوي;35.14285790865714;10.905662873150806
21;صفاقس 2;جبنيانة;معهد أبو إسحاق الجبنياني جبنيانة;ثانوي;35.04330636223233;10.920668030816728
21;صفاقس 2;العامرة;م.إ.  مصطفى حمـدي بالعـامـرة;ثانوي;34.96529342352321;10.884101806762748
21;صفاقس 2;العامرة;معهد  الـعـامــرة;ثانوي;34.981298934371324;10.901940731059657
21;صفاقس 2;العامرة;م.إ. السلام بالعامرة;ثانوي;34.966995755840216;10.823387320117451
21;صفاقس 2;الحنشة;م.إ.  بالحنشة;ثانوي;35.11784278273944;10.73300074294476
21;صفاقس 2;الحنشة;معهد  الحنشة;ثانوي;35.11271493424058;10.74365031436833
21;صفاقس 2;الحنشة;م.إ. الحسين بالحاج خالد بالحنشة;ثانوي;35.1332799;10.7364497
21;صفاقس 2;الحنشة;م.إ.  بالغرابة;ثانوي;34.93519711524976;10.748936891641469
21;صفاقس 2;الحنشة;معهد محمود المسعدي الحنشة;ثانوي;36.5061789;11.2959892
21;صفاقس 2;الحنشة;م.إ.عامر التونسي  بالحنشة;ثانوي;35.19970312141046;10.714304692848057
21;صفاقس 2;منزل شاكر;معهد  منزل شاكر;ثانوي;34.964909765681526;10.368274087919914
21;صفاقس 2;منزل شاكر;م.إ.  البرمكي بالعوادنة منزل شاكر;ثانوي;35.0810637;10.6368603
21;صفاقس 2;منزل شاكر;م.إ.ابن سينا بمنزل شاكر;ثانوي;34.962965146597924;10.381974680182685
21;صفاقس 2;منزل شاكر;م . إ . الفرابي بمنزل شاكر;ثانوي;34.97078980946318;10.373353896901776
21;صفاقس 2;قرقنة;معهد  فرحات حشاد بقرقنة;ثانوي;34.70611;11.20611
21;صفاقس 2;قرقنة;م.إ.  بقرقنة;ثانوي;34.70578;11.20637
21;صفاقس 2;منزل شاكر;معهد البرمكي بالعوادنة;ثانوي;33.080923;10.63686
22;المهدية;المهدية;معهد  ابن سينا بالمهدية;ثانوي;35.5099505;11.0486008
22;المهدية;المهدية;معهد  الطاهر صفر بالمهدية;ثانوي;35.510003;11.049663
22;المهدية;المهدية;م.إ.  شارع الحبيب بورقيبة بالمهدية;ثانوي;35.50485;11.065472
22;المهدية;المهدية;م.إ.  الزهراء بالمهدية;ثانوي;35.4974595;11.0471377
22;المهدية;المهدية;م.إ.  بالحكائمة;ثانوي;35.465528;10.897373
22;المهدية;المهدية;م.إ.  بهيبون;ثانوي;35.517293;11.032372
22;المهدية;المهدية;م.إ.  ببـرج العـريـف المهـدية;ثانوي;35.5050952;11.0244999
22;المهدية;المهدية;المدرسة الإعدادية النموذجية المهدية;ثانوي;35.499862;11.047212
22;المهدية;المهدية;المعهد النموذجي بالمهدية;ثانوي;35.510214;11.045972
22;المهدية;رجيش;م.إ.  طريق الشاطئ رجيـش;ثانوي;35.46867;11.049449
22;المهدية;رجيش;معهد  رجيش;ثانوي;35.475691;11.041773
22;المهدية;السواسي;م.إ.  رمزي الزرلي بالـسـواســي;ثانوي;35.342286;10.554676
22;المهدية;السواسي;م.إ.  بالسواسي;ثانوي;35.339654;10.543928
22;المهدية;السواسي;معهد  السواسي;ثانوي;35.339164;10.548971
22;المهدية;السواسي;م.إ.  سيدي زيد السواسي;ثانوي;35.371759;10.496957
22;المهدية;السواسي;م . إ . الكساسبة بالسواسي;ثانوي;35.372708;10.656036
22;المهدية;السواسي;معهد سيدي زيد;ثانوي;35.358781;10.51735
22;المهدية;بومرداس;م.إ.  شارع بورقيبة بومرداس;ثانوي;35.457513;10.72211
22;المهدية;بومرداس;معهد  بومرداس;ثانوي;35.464312;10.732141
22;المهدية;بومرداس;م.إ.  بكركر;ثانوي;35.474718;10.641923
22;المهدية;بومرداس;معهد كركر;ثانوي;35.470507;10.636977
22;المهدية;شربان;م.إ.  نهج  25جويلية 1957بشربان;ثانوي;35.287842;10.386104
22;المهدية;شربان;معهد  شربان;ثانوي;35.288976;10.388958
22;المهدية;شربان;م.إ.  بالنفاتية;ثانوي;35.162928;10.429882
22;المهدية;شربان;معهد النفاتية;ثانوي;35.166419;10.418359
22;المهدية;هبيرة;معهد  هبيرة;ثانوي;35.165245;10.231565
22;المهدية;هبيرة;م.إ.  بـهـبـيــرة;ثانوي;35.170536;10.230976
22;المهدية;الجم;معهد محمود المسعدي الجم;ثانوي;35.290197;10.693742
22;المهدية;الجم;م.إ. أسد بن الفرات بالجم;ثانوي;35.304874;10.694286
22;المهدية;الجم;م.إ.  الحي الجديد بالجم;ثانوي;35.301243;10.711696
22;المهدية;الجم;معهد  الجم;ثانوي;35.301628;10.712366
22;المهدية;الجم;م.إ.  أبو القاسم الشابي بالجم;ثانوي;35.285454;10.704618
22;المهدية;الجم;م.إ.  بالتلالسة الجم  ;ثانوي;35.343928;10.789406
22;المهدية;الجم;معهد التلالسة;ثانوي;35.344346;10.782818
22;المهدية;ملولش;م.إ.  بملولش;ثانوي;35.155423;11.031854
22;المهدية;ملولش;معهد  ملولش;ثانوي;35.154438;11.033171
22;المهدية;ملولش;م . إ .أولاد عبدالله ملولش;ثانوي;35.188148;10.985714
22;المهدية;الشابة;معهد  ابو القاسم الشابي بالشابة;ثانوي;35.236350;11.100812
22;المهدية;الشابة;م.إ.  فرحات حشاد بالشابة;ثانوي;35.220872;11.110273
22;المهدية;الشابة;م.إ.  ابن شرف بالشابة;ثانوي;35.237848;11.097904
22;المهدية;الشابة;معهد  ابن رشد الشابة;ثانوي;35.218046;11.109023
22;المهدية;الشابة;م.إ.بالغضابنة;ثانوي;35.289083;11.051944
22;المهدية;قصور الساف;معهد ابو القاسم الشابي بقصور الـساف ;ثانوي;35.424142;10.993388
22;المهدية;قصور الساف;معهد  قصور الساف;ثانوي;35.424544;10.994906
22;المهدية;قصور الساف;م.إ.  ابن خلدون بقصور الساف;ثانوي;35.410302;10.985062
22;المهدية;قصور الساف;م.إ.  شارع بورقيبة بقصور الساف;ثانوي;35.423307;10.995866
22;المهدية;قصور الساف;م.إ.بسلقطة;ثانوي;35.40307;11.03377
22;المهدية;قصور الساف;م.إ. أولاد صالح قصور الساف;ثانوي;35.44349;10.92372
22;المهدية;البرادعة;م.إ.  بالبرادعة;ثانوي;35.342301;10.994592
22;المهدية;البرادعة;م.إ الرشارشة;ثانوي;35.302601;10.984549
22;المهدية;البرادعة;معهد البرادعة;ثانوي;35.357783;10.996821
22;المهدية;سيدي علوان;م.إ.  بسيدي علوان;ثانوي;35.3840116;10.9424673
22;المهدية;سيدي علوان;معهد  سيدي علوان;ثانوي;35.384458;10.940533
22;المهدية;سيدي علوان;م.إ.  بساقية الخادم;ثانوي;35.3787767;10.8822154
22;المهدية;سيدي علوان;م.إ.بزالبة سيدي علوان;ثانوي;35.2002046;10.8460364
22;المهدية;سيدي علوان;معهد ساقية الخادم;ثانوي;35.3648652;10.887949
22;المهدية;أولاد الشامخ;م.إ.  بأولاد الشامخ;ثانوي;35.494795;10.3176371
22;المهدية;أولاد الشامخ;معهد  أولاد  الشـامـخ;ثانوي;35.491445;10.306861
22;المهدية;أولاد الشامخ;م.إ.الشحيمات الشمالية;ثانوي;35.4364226;10.3897394
23;القيروان;القيروان الشمالية;المعهد النموذجي بالقيروان;ثانوي;35.6943323;10.0874538
23;القيروان;القيروان الشمالية;م . إ . المنار بالقيروان;ثانوي;35.6977927;10.1015766
23;القيروان;القيروان الشمالية;م.إ.  الحصري بالقيروان;ثانوي;35.6734835;10.0948302
23;القيروان;القيروان الشمالية;معهد  دار الآمان بالقيروان;ثانوي;35.6902444;10.0819116
23;القيروان;القيروان الشمالية;م.إ.  دار الآمان بالقيروان;ثانوي;35.6905635;10.0840868
23;القيروان;القيروان الشمالية;معهد  الأغـالـبـة بالـقـيـروان;ثانوي;35.68005;10.07283
23;القيروان;القيروان الشمالية;م.إ.ابن شرف القيروان;ثانوي;35.67543;10.10473
23;القيروان;القيروان الشمالية;م.إ.  البـاطـن القيروان;ثانوي;35.71297;9.99685
23;القيروان;القيروان الشمالية;م . إ . الصحابي أبو زمعة البلوي القيروان;ثانوي;35.685538;10.078306
23;القيروان;القيروان الشمالية;معهد الباطن بالقيروان;ثانوي;35.7125084;9.9939288
23;القيروان;القيروان الجنوبية;معهد  عقبة ابن نافع القيروان;ثانوي;35.6539692;10.0849189
23;القيروان;القيروان الجنوبية;معهد  ابن رشيق بالقيروان;ثانوي;35.674762;10.1033002
23;القيروان;القيروان الجنوبية;معهد الشادلي عطاء الله بالقيروان;ثانوي;35.6695238;10.1060955
23;القيروان;القيروان الجنوبية;م.إ.  02مارس1934 بالقيروان;ثانوي;35.67472;10.10489
23;القيروان;القيروان الجنوبية;معهد رقادة  بالقيروان;ثانوي;35.61186;10.06730
23;القيروان;القيروان الجنوبية;م.إ.  رقـادة بالقيروان;ثانوي;35.6087751;10.0656022
23;القيروان;القيروان الجنوبية;معهد  ابن الجزار بالقيروان;ثانوي;35.65509;10.08284
23;القيروان;القيروان الجنوبية;م.إ.  المنصورة بالقيروان;ثانوي;35.65983;10.09635
23;القيروان;القيروان الجنوبية;م.إ.ابن هانئ بالقيروان;ثانوي;35.6659059;10.0731819
23;القيروان;القيروان الجنوبية;م.إ. أسد بن الفرات القيروان;ثانوي;35.66367;10.11041
23;القيروان;القيروان الجنوبية;معهد  القيروان;ثانوي;35.66483;10.07576
23;القيروان;القيروان الجنوبية;م.إ. بيت الحكمة  بالقيروان;ثانوي;35.65771;10.08179
23;القيروان;القيروان الجنوبية;م.إ.النموذجية جعفر ماجد بالقيروان;ثانوي;35.66710;10.10012
23;القيروان;القيروان الجنوبية;م.إ.الخضراء;ثانوي;35.4898945;9.9588074
23;القيروان;الشبيكة;م.إ.  بالشبيكة;ثانوي;35.6187998;9.9226032
23;القيروان;الشبيكة;معهد نهج  ابن عرفة بالشبيكة;ثانوي;35.61712;9.92528
23;القيروان;الشبيكة;م.إ سيدي علي بن سالم;ثانوي;35.5855362;9.8993135
23;القيروان;السبيخة;م.إ.النجي سليم بالسبيخة;ثانوي;36.0213305;9.8749395
23;القيروان;السبيخة;م.إ.  ابن رشــد بالسبـيـخــة;ثانوي;35.90857;10.05784
23;القيروان;السبيخة;م.إ.  بالسبيخة;ثانوي;36.0247157;10.1847887
23;القيروان;السبيخة;معهد  السبيخة;ثانوي;35.91453;10.12588
23;القيروان;السبيخة;م.إ.  بدار الجمعيــة السبيخة;ثانوي;35.9296482;9.9000689
23;القيروان;السبيخة;معهد محمود المسعدي السبيخة;ثانوي;35.9427211;10.0202272
23;القيروان;الوسلاتية;م.إ .أبو القاسم الشابي بالوسلاتية;ثانوي;35.8524079;9.5809607
23;القيروان;الوسلاتية;معهد  ابن خلدون الوسلاتية;ثانوي;35.8518892;9.5947126
23;القيروان;الوسلاتية;معهد  الوسلاتية;ثانوي;35.8461907;9.5994075
23;القيروان;الوسلاتية;م.إ.  بالوسلاتية;ثانوي;35.8490311;9.5908905
23;القيروان;الوسلاتية;م.إ.  بقصر اللمسة;ثانوي;36.0313048;9.6897237
23;القيروان;عين جلولة;م.إ.  بعين جلولة ;ثانوي;35.8064526;9.8194694
23;القيروان;عين جلولة;معهد عين جلولة ;ثانوي;35.80205;9.80308
23;القيروان;العلا;معهد  العلا;ثانوي;35.6152958;9.5643972
23;القيروان;العلا;م.إ.  المساعيد العلا;ثانوي;35.63798;9.45296
23;القيروان;العلا;م.إ.  بالعلا;ثانوي;35.6181285;9.5634063
23;القيروان;العلا;م.إ.الذهيبات العلا;ثانوي;35.660705262567014;9.41233223838711
23;القيروان;العلا;م.إ.  بالعلا الحبيب;ثانوي;35.6123333;9.5602845
23;القيروان;العلا;معهد  العلا 2;ثانوي;35.6141372;9.5713077
23;القيروان;حفوز;م.إ.  حي الـزيـاتيــن بـحـفــوز;ثانوي;35.6372357;9.6731598
23;القيروان;حفوز;معهد  حفوز;ثانوي;35.6330475;9.6776903
23;القيروان;حفوز;م.إ.  بحفوز;ثانوي;35.6415421;9.6698803
23;القيروان;حفوز;م.إ.  بالزملة  حفوز;ثانوي;35.4970096;9.7002244
23;القيروان;حفوز;معهد فرحات حشاد بحفوز;ثانوي;35.626154;9.6764593
23;القيروان;حاجب العيون;معهد أبو القاسم الشابي بحاجب العيون;ثانوي;35.4505238;9.5242623
23;القيروان;حاجب العيون;معهد  علي الزواوي بحاجب العيون;ثانوي;35.44368;9.62633
23;القيروان;حاجب العيون;م.إ.  ابن أبي الضياف بحاجب العيون;ثانوي;35.2876863;9.6321068
23;القيروان;حاجب العيون;م.إ.  بـحــاجــب الــعـيـــون;ثانوي;35.3891417;9.5442926
23;القيروان;حاجب العيون;المدرسة الإعدادية السرجة حاجب العيون;ثانوي;35.565841;9.4726969
23;القيروان;سيدي علي بن نصر الله;معهد ابن سينا بنصـراللـه ;ثانوي;35.3613571;9.8403123
23;القيروان;سيدي علي بن نصر الله;م.إ.  بنصرالله;ثانوي;35.304;9.7316051
23;القيروان;سيدي علي بن نصر الله;معهد  نصرالله;ثانوي;35.3569954;9.8262114
23;القيروان;سيدي علي بن نصر الله;م.إ.  بالكبّارة -نصرالله;ثانوي;35.18419318445972;9.81920107121091
23;القيروان;سيدي علي بن نصر الله;م.إ. المنارة نصرالله;ثانوي;35.3622177;9.8390177
23;القيروان;سيدي علي بن نصر الله;م.إ. سيدي سعد نصرالله;ثانوي;35.23056;9.73107
23;القيروان;منزل المهيري;م.إ.  بمنزل المهيري-;ثانوي;35.42488178370376;9.854831165287651
23;القيروان;منزل المهيري;معهد  منـزل المهيـري;ثانوي;35.42271446442563;9.85672286641355
23;القيروان;سيدي عمر بوحجلة;معهد  بوحجلة;ثانوي;35.3948784;10.0496399
23;القيروان;سيدي عمر بوحجلة;م.إ. الإمام سحنون ببوحجلة;ثانوي;35.39416;10.03684
23;القيروان;سيدي عمر بوحجلة;م.إ. بجهينة -بوحجلة;ثانوي;35.3093107;9.960921
23;القيروان;سيدي عمر بوحجلة;م.إ.  المركز بوحجلة;ثانوي;35.3994777;10.0483822
23;القيروان;سيدي عمر بوحجلة;م.إ.بوحجلة;ثانوي;35.392282;10.0487623
23;القيروان;سيدي عمر بوحجلة;معهد الطاهر الحداد ببوحجلة ;ثانوي;35.3888102;10.0513556
23;القيروان;الشراردة;معهد  الشراردة;ثانوي;35.1357805;10.0350908
23;القيروان;الشراردة;م.إ.  ببئر الوصفان الشراردة;ثانوي;35.21635;9.96478
23;القيروان;الشراردة;م.إ.  بالشراردة;ثانوي;35.11908648161085;10.026532623740703
23;القيروان;الشراردة;م.إ.الشوايحية;ثانوي;35.20073571817701;10.03817750000259
23;القيروان;القيروان الشمالية;المعهد الرياضي بالقيروان;ثانوي;35.67643083309898;10.1076011577143
24;المنستير;المنستير;معهد  شارع فطومة بورقيبة بالمنستير;ثانوي;35.63511;10.97787
24;المنستير;المنستير;معهد الحبيب بورقيبة بالمنستير;ثانوي;35.76766;10.82609
24;المنستير;المنستير;م.إ.  مفيـدة بورقيـبـة بالـمنـسـتـيـر;ثانوي;35.7683;10.8315
24;المنستير;المنستير;معهد الهادي خفشة  بالمنستير;ثانوي;35.77582;10.82267
24;المنستير;المنستير;م.إ. الإمتياز بالمنستيـر;ثانوي;35.77409;10.82455
24;المنستير;المنستير;المعهد النموذجي  محمد فرج الشاذلي  بالمنستير;ثانوي;35.46004;10.4938
24;المنستير;المنستير;م.إ.نهج سالم بشير المنستير;ثانوي;35.77072;10.82313
24;المنستير;المنستير;م.إ.  علي بورقيبة بالمنستير;ثانوي;35.45292;10.76483
24;المنستير;المنستير;م.إ النموذجية المنستير;ثانوي;35.71542;10.81863
24;المنستير;المنستير;م.إ. التحدي  بخنيس;ثانوي;35.71543;10.81833
24;المنستير;المنستير;معهد  خنيس;ثانوي;35.7113098;10.8119929
24;المنستير;المنستير;م إ.محمد محسن البواب.المنستير;ثانوي;35.74838;10.82378
24;المنستير;قصيبة المديوني;معهد  قصيبة المديوني;ثانوي;35.6815;10.8419
24;المنستير;قصيبة المديوني;م.إ.  بقصيبة المديوني;ثانوي;35.6854;10.8464
24;المنستير;قصيبة المديوني;م.إ.  بطوزة;ثانوي;35.67409;10.82135
